"SRS024163.SRX019635" "SRS013502.SRX019635" "SRS024163.SRX019636" "SRS024400.SRX019636" "SRS023617.SRX019636" "SRS016455.SRX019681" "SRS020245.SRX019636" "SRS017776.SRX019639" "SRS024580.SRX019639" "SRS049286.SRX019681" "SRS018145.SRX019682" "SRS020425.SRX019682" "SRS045710.SRX019685" "SRS024466.SRX019684" "SRS018439.SRX019684" "SRS018262.SRX019687" "SRS017076.SRX019687" "SRS023557.SRX019686" "SRS016596.SRX019686" "SRS018501.SRX019687" "SRS024106.SRX019686" "SRS017349.SRX019687" "SRS017833.SRX019686" "SRS022105.SRX019690" "SRS016648.SRX019691" "SRS018325.SRX019691" "SRS013705.SRX019690" "SRS017008.SRX019691" "SRS023926.SRX019690" "SRS017947.SRX019690" "SRS013460.SRX019696" "SRS013650.SRX019690" "SRS024277.SRX019696" "SRS013460.SRX019692" "SRS024220.SRX019696" "SRS022621.SRX019696" "SRS014426.SRX020560" "SRS014861.SRX020558" "SRS051551.SRX020558" "SRS016269.SRX020535" "SRS055123.SRX020535" "SRS015966.SRX020535" "SRS019757.SRX020535" "SRS015669.SRX020573" "SRS015621.SRX020573" "SRS015514.SRX020573" "SRS016154.SRX020573" "SRS016225.SRX020522" "SRS019894.SRX020522" "SRS019247.SRX020522" "SRS018591.SRX020522" "SRS016117.SRX020522" "SRS015917.SRX020510" "SRS015821.SRX020562" "SRS019095.SRX020564" "SRS019111.SRX020564" "SRS011419.SRX020666" "SRS011657.SRX020666" "SRS011409.SRX020666" "SRS011419.SRX020669" "SRS011275.SRX020669" "SRS011456.SRX020669" "SRS011624.SRX020669" "SRS011161.SRX020669" "SRS014426.SRX020551" "SRS050362.SRX020551" "SRS014271.SRX020551" "SRS047219.SRX020551" "SRS014128.SRX020555" "SRS014560.SRX020555" "SRS045258.SRX020531" "SRS019661.SRX020576" "SRS055574.SRX020576" "SRS049389.SRX020576" "SRS057461.SRX020665" "SRS044092.SRX020665" "SRS045858.SRX020665" "SRS052245.SRX020514" "SRS051657.SRX020514" "SRS062544.SRX020528" "SRS065278.SRX020528" "SRS048396.SRX020514" "SRS043642.SRX020514" "SRS044314.SRX020533" "SRS063501.SRX020579" "SRS063850.SRX020579" "SRS063651.SRX020579" "SRS056834.SRX020518" "SRS042533.SRX020518" "SRS052787.SRX020558" "SRS011657.SRX020669" "SRS011409.SRX020669" "SRS018791.SRX020576" "SRS045931.SRX020542" "SRS045466.SRX020563" "SRS021922.SRX020679" "SRS021553.SRX020679" "SRS022936.SRX020679" "SRS023059.SRX020680" "SRS020188.SRX020680" "SRS022492.SRX020680" "SRS047650.SRX020681" "SRS047650.SRX020683" "SRS045211.SRX020684" "SRS057792.SRX020685" "SRS056223.SRX020685" "SRS043014.SRX020685" "SRS058824.SRX020685" "SRS046134.SRX020686" "SRS050075.SRX020686" "SRS046361.SRX020686" "SRS052157.SRX020686" "SRS065558.SRX020689" "SRS064540.SRX020689" "SRS062955.SRX020689" "SRS014907.SRX020555" "SRS047034.SRX020665" "SRS044879.SRX020514" "SRS045007.SRX020533" "SRS065164.SRX020528" "SRS063125.SRX020528" "SRS015021.SRX020535" "SRS044038.SRX021470" "SRS065017.SRX022222" "SRS063984.SRX022222" "SRS023314.SRX022223" "SRS023377.SRX022223" "SRS022810.SRX022223" "SRS022870.SRX022226" "SRS056576.SRX022227" "SRS021121.SRX022230" "SRS021077.SRX022230" "SRS021676.SRX022235" "SRS021802.SRX022235" "SRS042606.SRX022242" "SRS021187.SRX022239" "SRS020938.SRX022239" "SRS021736.SRX022231" "SRS022045.SRX022231" "X700014578.V35.241766" "X700015133.V35.241755" "X700014803.V35.241722" "X700015430.V35.241712" "X700015640.V35.241767" "X700014802.V35.241722" "X700016627.V35.241837" "X700033456.V35.241795" "SRS015917.SRX020520" "SRS019095.SRX020545" "SRS024040.SRX019681" "SRS011484.SRX020660" "SRS046027.SRX020518" "SRS013555.SRX020681" "SRS023983.SRX019681" "SRS022366.SRX022226" "SRS020767.SRX022235" "X700015721.V35.241804" "SRS022681.SRX022226" "SRS020710.SRX022239" "SRS021253.SRX022239" "SRS057009.SRX022222" "SRS050694.SRX022227" "SRS022237.SRX022231" "SRS016928.SRX019681" "SRS011275.SRX020666" "SRS014138.SRX020557" "SRS024694.SRX021470" "SRS052621.SRX022222" "SRS050206.SRX022227" "SRS020484.SRX022230" "SRS022171.SRX022231" "SRS013189.SRX019681" "SRS044226.SRX021470"
"s__parahaemolyticus" 0 2.32192809488736 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2.58496250072116 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1.58496250072116 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 1 0 0 0 1 0 0 0 2 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 4.8073549220576 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 1 0 0 0 0 0
"s__parainfluenzae" 10.1446582428319 8.90689059560852 9.9901039638575 8.98013957763916 8.2807707701306 3.90689059560852 5.83289001416474 8 7.44294349584873 6.68650052718322 8.04439411935845 5.49185309632967 7.09803208296053 8.7176764230664 8 9.19229281447077 4.24792751344359 8.67948009950545 8.38370429247405 6.76818432477693 8.94836723158468 8.56605403817109 9.62205181945638 9.41151098801207 8.82654848729091 8.62570884306447 7.64385618977472 8.63662462054365 9.06608919045777 9.25266543245025 7.83920378809694 9.90538700501813 10.0140204703149 7.69348695749933 7.16992500144231 8.37503943134693 9.21431912080077 7.73470962022584 9.56985560833095 5.55458885167764 7.88264304936184 8.58120058192496 8.27612440527424 10.2900188469326 9.3264294871223 9.72280753116955 9.34872815423108 10.0552824355012 9.81378119121704 6.75488750216347 5.08746284125034 10.1522848423066 3.4594316186373 9.69696752623429 7.74146698640115 8.09803208296053 4.16992500144231 6.88264304936184 7.44294349584873 5 7.56985560833095 5.83289001416474 7.64385618977472 6.91886323727459 9.68825030913318 9.39446269461032 7.44294349584873 7.49984588708321 9.89633240390994 6.71424551766612 7.88264304936184 10.0940776856719 6.12928301694497 10.4898479604393 9.91587937883577 6.61470984411521 8.69696752623429 9.83605035505807 10.3487281542311 5.7279204545632 7.65105169117893 10.5449644327892 6.96578428466209 3.90689059560852 10.2911706993219 3.70043971814109 8.13955135239879 6.10852445677817 8.21431912080077 5.55458885167764 7.38370429247405 7.876516946565 7.51569983828404 7.16992500144231 10.8049376720519 7.75488750216347 9.12412131182919 7.14974711950468 8.07681559705083 9.07414146275251 5.39231742277876 7.11894107272351 7.5077946401987 3.8073549220576 8.55842071326866 8.45532722030456 8.93073733756289 6.4594316186373 6.75488750216347 9.11894107272351 9.06608919045777 9.37068740680722 5.83289001416474 6.94251450533924 8.43045255166553 10.3454052467178 7.54689445988764 8.55074678538324 8.93369065495223 9.51569983828404 6.2667865406949 8.18487534290828 9.07948478382682 4.85798099512757 7.01122725542325 5.78135971352466 7.7279204545632 8.04439411935845 7.13955135239879 8.13442632022093 7.16992500144231 7.21916852046216 6.12928301694497 6.14974711950468 9.92925840863697 5.20945336562895 6.10852445677817 8.56985560833095 8.71424551766612 8.78135971352466 6 7.39231742277876 9.84549005094438 8.82972273508606 7.53915881110803 10.3542493819452 9.18487534290828 1.58496250072116 8.12928301694497 6.79441586635011 4.08746284125034 6.02236781302845 7.31288295528436 7.61470984411521 9.19475685442225 6.4093909361377 2 7.33091687811462 6.91886323727459 3 9.37937836707126 6.79441586635011 9.15987133677839 7.15987133677839 7.14974711950468 4.75488750216347 7.05528243550119 6.75488750216347 6.75488750216347 5.83289001416474 4.8073549220576 6.93073733756289 6.94251450533924
"s__parvula" 4.90689059560852 6.4262647547021 4.4594316186373 6.70043971814109 7.16992500144231 5.70043971814109 4.90689059560852 4.85798099512757 4 6.4262647547021 7.3037807481771 5.39231742277876 5.83289001416474 6.89481776330794 7.84549005094437 7.19967234483636 5.04439411935845 5.97727992349992 6.83289001416474 5.08746284125034 6.44294349584873 6.02236781302845 5.4262647547021 6.89481776330794 4.85798099512757 7.77478705960117 7.15987133677839 6.4262647547021 7.66533591718518 6.18982455888002 7.56985560833095 7.32192809488736 6.20945336562895 7.33091687811462 4.52356195605701 6.70043971814109 7.29462074889163 5.70043971814109 8.19475685442225 4.85798099512757 7.18982455888002 4.70043971814109 6.93073733756289 7.4093909361377 7.6724253419715 7.83920378809694 4.95419631038687 7.65105169117893 5.55458885167764 5.90689059560852 5.78135971352466 5.93073733756289 3.8073549220576 9.68123841177781 6.7279204545632 6.24792751344359 4.95419631038687 5.64385618977472 4.32192809488736 5.24792751344359 5.6724253419715 5.12928301694497 5.08746284125034 4.58496250072116 7.65105169117893 7.48381577726426 6.78135971352466 6.14974711950468 7.55458885167764 4.95419631038687 6.20945336562895 8.68299458368168 5.20945336562895 8.68299458368168 8.06069593168755 7.07681559705083 7.34872815423108 9.14465824283188 8.4093909361377 6.16992500144231 5.93073733756289 5.58496250072116 2.8073549220576 5.58496250072116 5.88264304936184 5.78135971352466 6.65821148275179 6.2667865406949 6.5077946401987 5.39231742277876 5.95419631038687 5.08746284125034 4.85798099512757 6.65821148275179 7.29462074889163 6.28540221886225 6.02236781302845 6.8073549220576 4.85798099512757 7.38370429247405 6.71424551766612 6.18982455888002 6.91886323727459 4.64385618977472 6.55458885167764 6.58496250072116 6.8703647195834 7.03342300153745 5.70043971814109 6.84549005094437 6.64385618977472 5.35755200461808 6.32192809488736 6.94251450533924 6.52356195605701 7.90086680798075 5.78135971352466 7.28540221886225 7.54689445988764 6.62935662007961 5.52356195605701 4.64385618977472 6.49185309632967 5.24792751344359 5.35755200461808 4.52356195605701 5.20945336562895 7.40087943628218 5.90689059560852 5.64385618977472 3.16992500144231 4.52356195605701 5.49185309632967 4.64385618977472 9.18239435340453 5.35755200461808 4.90689059560852 5.35755200461808 7.17990909001493 4.16992500144231 4.90689059560852 5.35755200461808 6.4262647547021 7.59245703726808 7.04439411935845 7.35755200461808 7.69348695749933 3.4594316186373 7.04439411935845 5.64385618977472 3.4594316186373 5.35755200461808 6.58496250072116 6.28540221886225 5.28540221886225 5.58496250072116 1 5.78135971352466 7.44294349584873 3.70043971814109 3.4594316186373 5.39231742277876 7.53915881110803 5.4262647547021 4.8073549220576 4.75488750216347 6.02236781302845 4.75488750216347 4.32192809488736 5.70043971814109 5.55458885167764 6.14974711950468 5
"s__plebeius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pneumotropica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__prausnitzii" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__producta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pylori" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rhizosphaerae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rimae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rosea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__salivarius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__segnis" 2.58496250072116 3.16992500144231 2.32192809488736 0 0 0 2 1.58496250072116 1 0 0 1 0 0 0 0 1.58496250072116 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 1 1.58496250072116 0 0 0 0 0 0 0 0 0 1 0 0 1.58496250072116 0 0 0 0 1.58496250072116 0 1 1.58496250072116 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 1.58496250072116 1.58496250072116 0 0 0 0 0 0 0 2 0 1 0 0 0 2 1 0 1 0 0 0 0 0 0 0 0 1.58496250072116 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3.16992500144231 1.58496250072116 0 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"s__sobrinus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__socranskii" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stercorea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__subflava" 8.96000193206808 7.10852445677817 8.79766152585376 1 6.3037807481771 2.58496250072116 5.39231742277876 8.99435343685886 7.60733031374961 7.75488750216347 3.58496250072116 5.12928301694497 7.4262647547021 5.90689059560852 3.16992500144231 2 4.32192809488736 8.69348695749932 9.21674585819531 7.07681559705083 8.59618975614441 3.70043971814109 2 8.72451385311995 4.8073549220576 1.58496250072116 3 9.63481105017172 4.32192809488736 0 2 8.31741261376487 3.32192809488736 2.58496250072116 2.8073549220576 8.56224242422107 8.08214904135387 7.90689059560852 8.93663793900257 4.75488750216347 9.13699111208023 6.90689059560852 8.24792751344359 10.0834793273318 9.84077792359505 5.95419631038687 3.58496250072116 7.79441586635011 7.54689445988764 6.28540221886225 5.8073549220576 9.8703647195834 7.77478705960117 4.16992500144231 2.32192809488736 2.32192809488736 0 5.35755200461808 2.58496250072116 0 9.35314682549808 0 1 0 8.3037807481771 9.27379559921426 2.58496250072116 0 3.70043971814109 8.9915218460757 7.8073549220576 10.3750394313469 8.4178525148859 7.85174904141606 3 1.58496250072116 10.6064052126978 8.7176764230664 9.28771237954945 2 7.49185309632967 1.58496250072116 7.56985560833095 3.90689059560852 9.74986942739684 3 9.24555270625568 3.90689059560852 8.32192809488736 9.45121111183233 6 3.58496250072116 3.16992500144231 7.91288933622996 4.08746284125034 4 7.94836723158468 8.94544383637791 1 8.36194377373524 1 2.8073549220576 2 0 9.37503943134693 8.85486838326024 3.8073549220576 3.70043971814109 6.78135971352466 6.52356195605701 9.29462074889163 9.45327063401062 0 2.58496250072116 9.20945336562895 3 4.95419631038687 1.58496250072116 9.58308276750293 10.4304525516655 11.0396045179538 0 8.7176764230664 0 8.44294349584873 6.88264304936184 4 9.33985000288462 5.55458885167764 7.6724253419715 7.85798099512757 2 5.64385618977472 8.38801728534514 9.79116288855502 6.71424551766612 1 6.64385618977472 8.5352753766208 5.16992500144231 1 8.11894107272351 5.52356195605701 4.90689059560852 8.51175265376738 7.56224242422107 3.16992500144231 7.79441586635011 2 2.32192809488736 3.16992500144231 0 1 6.61470984411521 8.64024493622235 7.24792751344359 0 0 3.32192809488736 0 2.8073549220576 4.58496250072116 0 8.07146236255662 9.01680828768655 5.6724253419715 9.12153351734003 7.6724253419715 5.95419631038687 8.4262647547021 4.08746284125034 3.70043971814109 6.4757334309664
"s__tannerae" 0 2 1.58496250072116 0 1.58496250072116 2.8073549220576 0 1 0 0 1.58496250072116 0 0 4.32192809488736 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 2 0 3 0 1.58496250072116 2.8073549220576 0 1 0 0 0 0 0 4.39231742277876 0 0 5.64385618977472 0 0 2.58496250072116 0 1 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 5.83289001416474 0 0 0 0 1 0 4.08746284125034 2 4.4594316186373 0 0 2.8073549220576 3.4594316186373 0 0 0 0 0 0 5.7279204545632 5.52356195605701 3.90689059560852 0 0 0 0 0 0 1.58496250072116 0 0 1 1 0 0 0 0 0 0 0 3.58496250072116 0 0 0 1.58496250072116 0 0 0 0 0 1 0 0 0 0 0 3.70043971814109 0 0 1 4.39231742277876 2 0 0 0 0 1.58496250072116 2 0 0 0 0 0 1.58496250072116 2.32192809488736 3 3.58496250072116 3 0 0 0 3.70043971814109 0 0 0 2 1.58496250072116 0 0 0 0 3.4594316186373 0 0 0 1 0 0 0 0 0 0 0 4.32192809488736 0 0
"s__uniformis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__venetianus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__viridiflava" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__zeae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
