"SRS024343.SRX019684" "SRS020539.SRX019684" "SRS020881.SRX019691" "SRS011589.SRX020669" "SRS043574.SRX020563" "SRS063514.SRX020579" "SRS045871.SRX020563" "SRS047494.SRX020687" "SRS023617.SRX019635" "SRS017653.SRX019635" "SRS016529.SRX019635" "SRS020245.SRX019635" "SRS020002.SRX019635" "SRS018088.SRX019635" "SRS016529.SRX019636" "SRS017533.SRX019635" "SRS013502.SRX019636" "SRS017653.SRX019636" "SRS017533.SRX019636" "SRS013234.SRX019639" "SRS018009.SRX019639" "SRS016343.SRX019682" "SRS016712.SRX019682" "SRS057692.SRX019682" "SRS017713.SRX019682" "SRS023746.SRX019681" "SRS020302.SRX019684" "SRS013819.SRX019684" "SRS017121.SRX019684" "SRS024637.SRX019687" "SRS017278.SRX019686" "SRS017467.SRX019687" "SRS057362.SRX019691" "SRS021496.SRX019690" "SRS020362.SRX019691" "SRS016859.SRX019692" "SRS024220.SRX019692" "SRS024277.SRX019692" "SRS016859.SRX019696" "SRS023188.SRX019692" "SRS022621.SRX019692" "SRS023188.SRX019696" "SRS019566.SRX020560" "SRS014651.SRX020560" "SRS047219.SRX020560" "SRS015174.SRX020558" "SRS014750.SRX020558" "SRS015870.SRX020558" "SRS015354.SRX020535" "SRS015560.SRX020535" "SRS016002.SRX020573" "SRS018739.SRX020522" "SRS016319.SRX020522" "SRS018985.SRX020510" "SRS018985.SRX020520" "SRS011506.SRX020660" "SRS011589.SRX020666" "SRS011484.SRX020668" "SRS014651.SRX020551" "SRS019566.SRX020551" "SRS015395.SRX020555" "SRS015117.SRX020555" "SRS042427.SRX020531" "SRS042698.SRX020576" "SRS014952.SRX020576" "SRS048709.SRX020665" "SRS065656.SRX020665" "SRS063184.SRX020542" "SRS056511.SRX020514" "SRS065544.SRX020528" "SRS053775.SRX020533" "SRS051778.SRX020514" "SRS062800.SRX020528" "SRS063776.SRX020579" "SRS064558.SRX020579" "SRS063516.SRX020579" "SRS062540.SRX020548" "SRS014271.SRX020560" "SRS022999.SRX020679" "SRS020131.SRX020680" "SRS013774.SRX020680" "SRS023434.SRX020680" "SRS023863.SRX020681" "SRS022426.SRX020680" "SRS024523.SRX020680" "SRS023500.SRX020681" "SRS048045.SRX020681" "SRS042197.SRX020681" "SRS021613.SRX020683" "SRS048045.SRX020683" "SRS062479.SRX020684" "SRS053664.SRX020684" "SRS045934.SRX020684" "SRS052128.SRX020684" "SRS047918.SRX020685" "SRS050410.SRX020685" "SRS058192.SRX020686" "SRS046383.SRX020686" "SRS042888.SRX020687" "SRS045214.SRX020687" "SRS053439.SRX020687" "SRS062575.SRX020689" "SRS011359.SRX020515" "SRS046022.SRX020533" "SRS047607.SRX020533" "SRS064261.SRX020579" "SRS023803.SRX021470" "SRS057759.SRX021470" "SRS058627.SRX021470" "SRS047149.SRX022036" "SRS023683.SRX022223" "SRS022747.SRX022226" "SRS023254.SRX022223" "SRS023118.SRX022226" "SRS045922.SRX022227" "SRS056219.SRX022227" "SRS020995.SRX022235" "SRS020653.SRX022230" "SRS021316.SRX022235" "SRS021439.SRX022239" "SRS021376.SRX022239" "SRS022303.SRX022231" "X700015199.V35.241719" "X700014529.V35.241762" "X700014411.V35.241827" "X700015463.V35.241665" "X700015088.V35.241773" "X700015722.V35.241804" "X700014929.V35.241820" "X700014410.V35.241827" "X700015462.V35.241665" "X700016318.V35.241673" "X700014928.V35.241820" "X700015264.V35.241748" "X700015087.V35.241773" "X700015998.V35.241834" "X700033165.V35.241783" "X700016062.V35.241709" "X700033760.V35.241764" "X700014528.V35.241762" "X700015198.V35.241719" "X700015132.V35.241755" "X700014732.V35.241810" "SRS018202.SRX019639" "SRS050362.SRX020560" "SRS015297.SRX020558" "SRS015231.SRX020535" "SRS015708.SRX020573" "SRS016060.SRX020573" "SRS019111.SRX020545" "SRS011456.SRX020666" "SRS011506.SRX020668" "SRS014807.SRX020555" "SRS014593.SRX020555" "SRS042643.SRX020531" "SRS054440.SRX020533" "SRS054065.SRX020533" "SRS050936.SRX020533" "SRS011161.SRX020666" "SRS063549.SRX020689" "SRS043591.SRX020518" "SRS015762.SRX020573" "SRS022558.SRX022226" "X700014972.V35.241686" "X700016153.V35.241760" "X700014577.V35.241766" "SRS024400.SRX019635" "SRS017406.SRX019635" "SRS021982.SRX019636" "SRS020002.SRX019636" "SRS018088.SRX019636" "SRS021982.SRX019635" "SRS017406.SRX019636"
"s__pallens" 3 1 2.58496250072116 1.58496250072116 2 3.16992500144231 2.58496250072116 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1.58496250072116 0 0 1 1.58496250072116 1 0 0 0 0 0 1 0 2.8073549220576 0 2.32192809488736 1.58496250072116 0 2 1 0 2.32192809488736 3.32192809488736 2 2 2.32192809488736 0 1.58496250072116 0 0 2.32192809488736 0 2.32192809488736 0 2.32192809488736 5.4262647547021 0 2.58496250072116 1.58496250072116 2.8073549220576 1 1 1 0 1 2.32192809488736 0 1 0 3 0 0 0 2.58496250072116 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1.58496250072116 0 0 2.8073549220576 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 1.58496250072116 0 0 2.8073549220576 0 0 1 0 1.58496250072116 2.8073549220576 0 0 0 0 1.58496250072116 0 3.8073549220576 0 3 2.32192809488736 1.58496250072116 0 0 3.4594316186373 0 0 0 1 0 2.32192809488736 0 0 0 0 1.58496250072116
"s__paradoxus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__parahaemolyticus" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 2 0 2 0 2.32192809488736 1 1.58496250072116 0 0 0 2.58496250072116 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 3.70043971814109 2 0 0 2 1 1 0 1.58496250072116 0 0 0 0 1 0 1 0 0 0 1 1 0 0 3.4594316186373 2 0 0 0 0 0 3.58496250072116 3.58496250072116 0 0 1.58496250072116 0 0 3.16992500144231 0 0 0 0 0 1 0 2 0 1.58496250072116 0 1.58496250072116 3.8073549220576 0 0 1 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 3.16992500144231 1.58496250072116 0 0 2 3.58496250072116 0 1 0 0 1 0 0
"s__parainfluenzae" 6.52356195605701 7.79441586635011 9.54303182025524 7.27612440527424 4 9.00842862207058 8.54689445988764 6.76818432477693 8.39660478118186 9.04712391211403 9.98156728190301 6.04439411935845 8.70390357344466 9.24317398347295 9.67065624911844 8.94544383637791 8.73131903102506 8.75822321472672 8.73131903102506 6.08746284125034 7.91288933622996 7.59991284218713 8.4262647547021 8.51963625284321 7.4262647547021 7.56224242422107 9 8.66533591718518 6.56985560833095 5.39231742277876 8.08746284125034 9.6582114827518 8.40087943628218 8.93369065495223 5.70043971814109 7.66533591718518 7.08746284125034 9.89178370321831 7.62205181945638 8.88569637333939 8.33091687811462 8.92481250360578 8.4262647547021 9.66888498426625 6.93073733756289 9.36850646150769 8.27146302790437 8.16992500144231 9.01402047031493 4 9.73640193131829 6.89481776330794 7.03342300153745 8.84549005094438 8.7279204545632 8.59991284218713 6.95419631038687 5.32192809488736 9.23122118071119 8.10328780841202 6.49185309632967 6.98868468677217 6.4757334309664 8.83920378809694 9.97584796800678 10.0552824355012 10.9498267107591 6.78135971352466 9.12670447284319 3.70043971814109 10.0457596613827 8.96866679319521 7.88874324889826 9.66355810421727 5.32192809488736 7.57742882803575 7.14974711950468 9.56795607541547 7.52356195605701 5.88264304936184 7.57742882803575 8.40514146313634 7.96000193206808 9.86263735755879 8.48381577726426 5.8073549220576 4.95419631038687 8.42206476617281 7.98299357469431 5.88264304936184 0 10.5651020783603 10.8864586957037 9.34872815423108 8.53138146051631 8.55074678538324 8.12412131182919 6.97727992349992 9.64024493622235 8.53915881110803 9.11113567023471 8.23840473932508 10.8241632097442 7.77478705960117 5.88264304936184 8.54689445988764 6.97727992349992 7.57742882803575 7.84549005094437 7.36632221424582 9.75655632252409 8.31741261376487 8.4757334309664 7.62205181945638 7.40087943628218 6.33985000288462 8.06069593168755 6.4262647547021 6.62935662007961 7.43462822763672 7.88264304936184 8.36632221424582 10.0014081943928 9.43462822763673 7.82654848729092 7.97727992349992 9.211888294546 1 9.67948009950545 9.60177078840771 5.16992500144231 3.58496250072116 8.35314682549808 7.83289001416474 7.90689059560852 9.39016895620018 8.6582114827518 7.65821148275179 8.64745842645492 10.6995724532873 9.73809225962049 6.61470984411521 6.93073733756289 7.51569983828404 8.93073733756289 4.90689059560852 5.64385618977472 7.32192809488736 10.2455527062557 8.65463602852797 5.8073549220576 9.68474862042163 5.7279204545632 8.53138146051631 7.22881869049588 9.32418054661874 5.49185309632967 7.64385618977472 6.6724253419715 8.2045711442492 10.3955341354623 9.75988818322183 7.79441586635011 7.61470984411521 8.25266543245025 10.2300204357056 9.05528243550119 9.15987133677839 8.3264294871223 8.39660478118186 9.12670447284319 8.56605403817109 8.95710204156229
"s__parvula" 4.4594316186373 7.66533591718518 7.4178525148859 5.61470984411521 5.83289001416474 6.04439411935845 7.23840473932508 6.18982455888002 7.09803208296053 5.97727992349992 7.11894107272351 5.20945336562895 4.85798099512757 7.12928301694497 7.14974711950468 6.2667865406949 6.02236781302845 5.97727992349992 6.24792751344359 4 5.28540221886225 4.75488750216347 6.4757334309664 6.68650052718322 4 4.64385618977472 6.82017896241519 6.14974711950468 4.58496250072116 4.64385618977472 7.19967234483636 6.32192809488736 5.88264304936184 7.38370429247405 5.20945336562895 4.52356195605701 4.58496250072116 6.3037807481771 4.24792751344359 6.74146698640115 6.5077946401987 7 8.96578428466209 7.88874324889826 5.61470984411521 6.6724253419715 5.97727992349992 6.56985560833095 7.3037807481771 6.10852445677817 8.04984854945056 6.4594316186373 5.12928301694497 5.32192809488736 5.49185309632967 5.75488750216347 5.4262647547021 3.16992500144231 7.55458885167764 8.42206476617281 5.16992500144231 5.4594316186373 4.75488750216347 7.53915881110803 8.14974711950468 7.29462074889163 8.55074678538324 5.49185309632967 7.876516946565 5.78135971352466 5.78135971352466 6.61470984411521 5.75488750216347 7.85798099512757 5.28540221886225 4.8073549220576 5.04439411935845 3.58496250072116 6.52356195605701 4.08746284125034 6.44294349584873 6.2667865406949 6.5077946401987 6.18982455888002 6.53915881110803 6.75488750216347 6.4093909361377 7.4093909361377 7 6.62935662007961 5.24792751344359 8.39660478118186 6.68650052718322 8.18982455888002 7.04439411935845 5.4594316186373 6.44294349584873 5.04439411935845 5.70043971814109 8.98868468677217 7.8008998999203 5.55458885167764 8.82654848729091 5.32192809488736 5.28540221886225 8.2336196767597 6.56985560833095 7.13955135239879 8.21916852046216 1.58496250072116 5.20945336562895 4.85798099512757 6.4757334309664 4.8073549220576 6.33985000288462 3.16992500144231 3 5.64385618977472 4.39231742277876 6 6.76818432477693 7.49185309632967 4.95419631038687 5.61470984411521 4.08746284125034 4.24792751344359 5.58496250072116 2.32192809488736 5.93073733756289 5.52356195605701 3.70043971814109 3.70043971814109 5.58496250072116 6.02236781302845 5.12928301694497 7.35755200461808 6.8703647195834 8.74146698640115 8.04439411935845 7.52356195605701 5.75488750216347 5.7279204545632 5.04439411935845 6.71424551766612 7.57742882803575 5.83289001416474 5 4.16992500144231 9.0389189892923 6.93073733756289 5.55458885167764 6.4594316186373 5.7279204545632 7.17990909001493 7.78790255939143 5.58496250072116 5.52356195605701 6.12928301694497 4.39231742277876 6.53915881110803 7.48381577726426 8.72109918870719 7.06608919045777 5.32192809488736 6.71424551766612 6.02236781302845 7.03342300153745 7.14974711950468 5.4262647547021 4.85798099512757 6.95419631038687 5.70043971814109 6.83289001416474
"s__plebeius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pneumotropica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__prausnitzii" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__producta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pylori" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rhizosphaerae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rimae" 0 1 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__rosea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__salivarius" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.39231742277876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 6.35755200461808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__segnis" 1 0 0 1.58496250072116 0 0 0 0 0 0 0 2.8073549220576 0 1 1 0 0 0 0 1 1 2 1 1 1 1 0 0 0 0 0 0 0 0 1.58496250072116 2 0 1 1 2 1.58496250072116 1.58496250072116 2.32192809488736 2 0 0 0 0 0 2.58496250072116 2 1 0 1.58496250072116 1 1 2 0 0 1 1 1 0 0 2 0 1 0 1.58496250072116 1.58496250072116 0 0 0 1.58496250072116 0 1 2 0 0 0 1 0 0 2 0 0 0 1 0 0 0 2.8073549220576 2.58496250072116 1 2 0 2 1 2.32192809488736 2.32192809488736 0 0 2.8073549220576 0 0 2.58496250072116 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1.58496250072116 2.32192809488736 0 2.8073549220576 1 0 0 2.32192809488736 0 0 0 3.16992500144231 1.58496250072116 0 2.32192809488736 1 0 0 2.32192809488736 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 1.58496250072116 0 0 0 0 1 2 0 0 1 0 2
"s__sobrinus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__socranskii" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__stercorea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__subflava" 7.34872815423108 6.18982455888002 5.8073549220576 4.32192809488736 0 10.3253054550897 9.20945336562895 9.8376279331714 6.39231742277876 3 2.58496250072116 5.20945336562895 6.14974711950468 9.11113567023471 1.58496250072116 1 6.98868468677217 2.32192809488736 0 0 0 7.52356195605701 6.06608919045777 5.04439411935845 9.65284497300198 4.70043971814109 8.83605035505807 6.97727992349992 7.61470984411521 3.4594316186373 8.46352437327118 7.38370429247405 7.23840473932508 8.18487534290828 0 2.58496250072116 1 3 2.58496250072116 2 8.37068740680722 2.32192809488736 4.90689059560852 9.21431912080077 0 3.32192809488736 5.61470984411521 9.43879185257826 8.16992500144231 0 11.2300204357056 7.91886323727459 1 9.7714894695006 9.67065624911844 5.28540221886225 4.4594316186373 4.16992500144231 8.82972273508606 4.32192809488736 3.8073549220576 5.83289001416474 1 3.4594316186373 12.0950673016071 7.62205181945638 1 4.52356195605701 12.3481748675356 2 4.39231742277876 5 2.58496250072116 6.37503943134692 3.16992500144231 7.62205181945638 3.16992500144231 0 7.17990909001493 0 4.52356195605701 7.01122725542325 5.20945336562895 6.08746284125034 4.32192809488736 0 3.8073549220576 6.12928301694497 7.27612440527424 3.8073549220576 4.85798099512757 7.91288933622996 7.67948009950545 6.4262647547021 7.44294349584873 8.48784003382305 1.58496250072116 9.39016895620018 1 8.04984854945056 8.4797802640291 6.65821148275179 7.54689445988764 4.24792751344359 3.8073549220576 3.32192809488736 0 3.32192809488736 0 1.58496250072116 8.97727992349992 10.2443638351205 3 5.4262647547021 7.70735913208088 9.57364718749332 2.32192809488736 2 7.10852445677817 2.32192809488736 1.58496250072116 7.91886323727459 7.86418614465428 7.34872815423108 4.64385618977472 2 9.49585502688717 0 8.87344411251538 7.17990909001493 0 2.58496250072116 7.6724253419715 9.54882190845875 8.03342300153745 4.08746284125034 6.39231742277876 1 8.44294349584873 9.82495874052852 8.16490692667569 2.32192809488736 3.32192809488736 3.58496250072116 9.66888498426625 7.4178525148859 0 2.8073549220576 8.95419631038687 3.8073549220576 0 6.06608919045777 6.58496250072116 7.99435343685886 2.8073549220576 10.1111356702347 2.32192809488736 4.64385618977472 1 4.85798099512757 7.33091687811462 9.07681559705083 8.62570884306447 1 0 7.25738784269265 2.32192809488736 9.77313920671969 7.25738784269265 6.04439411935845 9.12153351734003 7.52356195605701 9.74986942739684
"s__tannerae" 4.8073549220576 2.8073549220576 0 2.58496250072116 0 0 0 0 0 2.58496250072116 0 0 0 1 0 1 0 3 0 0 1 0 0 0 1.58496250072116 0 0 2 1 0 0 0 1.58496250072116 2.8073549220576 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 0 8.07681559705083 1 0 0 1 2.32192809488736 1 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1 0 2.32192809488736 2 0 0 1 0 0 0 0 0 0 2 0 0 2.32192809488736 0 3.32192809488736 0 0 1 2 2 0 2.32192809488736 1 0 0 5.12928301694497 0 0 1 0 2.32192809488736 2 1.58496250072116 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 2.58496250072116 0 1 0 2.58496250072116 0 2 0 0 2 3.8073549220576 0 1.58496250072116 0 0 0 0 2.8073549220576 1 2.58496250072116 0 0 0 0 5.78135971352466 0 0 0 0 0 3.4594316186373 0 0 0 0 2.58496250072116
"s__uniformis" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__venetianus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__viridiflava" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
